17,17,Virginia Flood Risk Information System (VFRIS),VIMS; CCRM; VDCR,http://cmap2.vims.edu/VaFloodRisk/vfris2.html,"The Virginia Flood Risk Information System uses an interactive map to display FEMA flood risk zones in Virginia. 

This easy-to-use, interactive mapping tool allows users to quickly locate a property to determine if it is within a Special Flood Hazards Area (SFHA) or non-regulatory flood zone. In addition to the mapping tool, users can also search for and download FEMA reports and data including FIRM Panels, Flood Insurance Studies (FIS) and Flood Risk Reports (FRR). This tool includes an excellent “Help/Information” window, which provides instructions, data information, and links to additional resources."," Easy-to-use, interactive map viewer with various flood zone layers;  Excellent welcome guide/tutorial;  Option to download data and reports;  Option to upload additional data, if available; ",No projections of future flood risk; Additional map layers must be supplied by user,Real Estate Agents; Property Buyers/Owners; Community Officials; Planners,"Increased precipitation and more extreme storms are all caused by climate change. While FEMA flood maps do not consider potential future impacts, this tool helps individuals assess current flood risk in order to mitigate the effect of flooding on their home. ",State,VA,,,All VA cities/counties,,,x,,,,,,,,,,,Interactive flood maps to determine if property is within a FEMA flood risk zone. ,,x,x,x,,Optional,"No data is required. However, advanced users may upload shapefiles to the map viewer.",x,,x,,,x,x,x,"Maps and downloadable reports to assess flood risk designated localities, options for GIS data",Free,"PDF viewer; Optional: GIS software such as ArcMap or QGIS to view GIS data
",x,,x,Hour,Low,,,,x,,x,,,,,,,,,,,,,,,,,,x,,,,,,,x,x,,x,,,,,,,,Gina.DiCicco@dcr.virginia.gov,,,,Second phase completed in October 2017,"Fact Sheet - [Virginia Flood Risk Information System](http://www.dcr.virginia.gov/dam-safety-and-floodplains/fpvfris)
Fact Sheet - [Virginia Flood Risk Information System](https://www.vims.edu/ccrm/research/climate_change/adaptation/vfris/index.php)
",EK,,,,,,,,,
18,18,Shoreline Management Self-Guided Decision Tools,VIMS_CCRM,https://www.vims.edu/ccrm/ccrmp/bmp/decision_tools/index.php,"The CCRM Shoreline Management Self-Guided Decision Tools guide users through a series of questions about shoreline conditions to provide a shoreline best management practice recommendation. 

The decision-trees provided by this tool are similar to the dichotomous keys used by biologists and naturalists to identify plants and animals. These decision-trees guide the user through a series of questions about shoreline condition, to determine the environmentally preferable approach for shoreline management. The recommended approaches are meant to optimize shoreline functions, while still reducing risk to upland structures from intense or long-term erosion. Site-specific evaluations of shoreline condition are necessary to use this tool. However, excellent documentation is provided to assist non-experts with shoreline evaluation.", Can be applied to most shorelines;  Provides site-specific recommendations;  Provides instructions and definitions for non-experts;  Can be printed for in-field use; ,Requires site-specific information; Site visits likely necessary; Moderate effort,Property Owners; State Agencies; Planners; Elected officials,"Responsible shoreline management can help mitigate the impacts of sea level rise and storm surge, by protecting property from flooding and storm surge which will likely become more extreme and frequent due to climate change",Generalized,,,x,All MARISA service area cities/counties,,,,,,,x,,,,,,,Decision tree that provides shoreline management recommendations,,,,,x,Required,User must answer various questions regarding shoreline structure and condition.,,,x,,,,,x,pdf of a decision tree,Free,,,,x,Day,Low,"This tool provides excellent documentation. There are multiple manuals and factsheets, which describe how the tools works and define important terminology. The documentation also includes pictures for additional guidance.",,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,CCRM,CCRMinfo@vims.edu,,,,"April, 2010","Manual - [VIMS-CCRM Coastal Management Decision Tools; Decision Tree for Undefended Shoreline and Those with Failed Structure](http://ccrm.vims.edu/decisiontree/decisiontree_manual.pdf)
Fact Sheet - [Currently Defended Shoreline Definitions](https://www.vims.edu/ccrm/_docs/decision_tools/currentlydefended_definitions.pdf)
Fact Sheet - [Structural Integrity Guidance](https://www.vims.edu/ccrm/_docs/decision_tools/structuralintegrityguidance.pdf)
",EK,,,,,,,,,
19,19,Shoreline Assessment Mapper,VIMS_CCRM,http://cmap2.vims.edu/SAM/ShorelineAssessmentMapper.html,"The Shoreline Assessment Mapper is an interactive map that displays a variety of shoreline data for the coastal zone of Virginia. 

This easy-to-use tool allows users to view a variety of data layers describing shoreline type and condition. Some of the available data layers include aquaculture sites, wetlands, shoreline structures, and oyster reefs. While most of the data layers describe current conditions, some historical data such as the historical tidal marsh inventory is also available. This tool does not provide future projections of shoreline extent or condition. ", Easy-to-use interactive map;  Can easily search for or zoom to area of interest;  Wide variety of layers specific to shoreline assessment;  Excellent documentation of data sources,Not predictive of future shoreline conditions; No management recommendations,Property Owners; Community Officials; Planners; Elected Officials,"VAs coast is extremely susceptible to SLR. This tool shows the change in historical marsh extent and shows current shoreline condition, which may be important for shoreline management.",State,VA,,x,All VA coastal cities/counties,x,,,,,,,,,,,,,An interactive map that displays a variety of data describing shoreline type and condition in coastal VA,,x,,x,,None,,,x,,,,,x,,Map compiling data on coastal VA shorelines,Free,,x,,,Hour,Low,,,x,x,,,,,,,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,CCRM,CCRMinfo@vims.edu,,,,,,Ek,,,,,,,,,
20,20,MARISA Climate Impacts Summary and Outlook Reports,MARISA,https://www.midatlanticrisa.org/resources.html,"The MARISA Climate Impacts Summary and Outlook Reports are a quarterly series summarizing seasonal weather and climate trends and forecasts for the Chesapeake Bay Watershed.

Released seasonally, these reports summarize recent weather events in the Chesapeake Bay Watershed and provide a forecast for the upcoming season. Each report describes recent significant weather events, seasonal temperature and precipitation, a seasonal weather forecast, and an analysis of long-term trends and climate projection. Figures and charts illustrating the data are clearly explained, as well as potential implications of weather forecasts and trends. Users can sign up to be notified by email when new editions are published online. "," Report issued quarterly;  All charts and figures include easy-to-understand narrative descriptions;  Significant weather events (i.e., Polar Vortex) are explained","Relatively new tool, no reports before Winter 2018; No information on resilience or adaption strategies",Policy makers; Practitioners; Residents; Community Officials,Summaries show how climate and extreme weather events are changing annually and compared to historical records. They help interpret the effects to climate change and what the impacts of these changes may look like.,State,MD; DE; PA; VA; WV,,,All MARISA service area cities/counties,x,x,,,,,,,,,x,x,x,Seasonal (quarterly) reports outlining past weather events and their significance as well as projections to the next seasons weather,,,x,x,,None,Seasonal (quarterly) reports outlining past weather events and their significance as well as projections to the next seasons weather,x,x,x,,,,,,"PDF reports of climate impact summaries, outlooks, associated data and resources.",Free,,x,,,Hour,Low,,x,,,,,,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krista Romita Grocholski,Krista_Romita_Grocholski@rand.org.,,,,Updated quarterly; started winter 2018-2019,,EK,,,,,,,,,
21,21,Wetbud: Wetland Water Budget Modeling Software,"Wetland Studies and Solutions, Inc.",http://www.landrehab.org/WETBUD,"The Wetbud: Wetland Water Budget Modeling Software is a software application that calculates a water budget for a created or existing wetland. 

This advanced tool requires users to provide data such as longitude and latitude, wetland area, wetland elevation, and the catchment NRCS Curve Number to produce a site-specific wetland water budget. Based on these details, Wetbud then calculates a water budget using the historical wet, dry, and normal year data from the closest weather station. Users can also create water budgets for alternative scenarios by providing alternative weather data. This tool requires substantial input data that may be difficult and time consuming to acquire if not readily available. Although this is a technical tool designed for advanced users, the developers provide several helpful resources and tutorials with sample data. This tool comes with a multi user database, so tool outputs can be easily shared across devices, which may be useful for environmental consultants or planners who want to share different scenarios. All of the data provided by Wetbud is easily exported into Excel.  ", Multiple resources are provided on how to use the tool;  Data exports into excel efficiently;  Multiple users can access the same database at once,Advanced training is needed; Requires input data,Environmental Consultants; Planners; Environmental Planners,"Wetland mitigation helps preserve wetlands, which aid in healthy coastline and resilience against SLR. Since users can input their own data, they may also be able to predict how the water budget would change under future climate scenarios. ",State,VA,,,All VA cities/counties,x,x,,,,x,,,,,,,,Water budget projections for created and natural wetlands,,,,,x,Required,Longitude and Latitude; Wetland surface elevation; Constructed wetland area; Wetland watershed area; Wetland watershed NRCS Curve Number,x,,,x,x,,,,Charts illustrating annual water budgets for the proposed wetlands and an option to export data into excel,Free,Does not work on mac IOS; Program needs to be downloaded; Can be added to dropbox,x,,,Week,High,Multiple instruction manuals provided as well as power points posted on the website that walk users through using the tool,x,x,x,,,,,x,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,Zach Agioutantis,zach.agioutantis@uky.edu,Tess Thompson,tthompson@vt.edu,,"Last updated January 24, 2019",,EK,,,In testing this tool there were several instances in which the tool would produce a pop up window which would continue to pop up when trying to go back or move forward with the program. This caused the program to get stuck in a loop of closing the window only to have it pop up back up when the next action was taken. The only way out of this loop was to quit the entire application and start again. Unsure if this was user area or a limitation. ,,,,,,
22,22,Coastal Inundation Predictions for Maryland,UMCES,https://www.umces.edu/sea-level-rise-projections,"The Coastal Inundation Predictions is a report on Sea Level Rise on coastal Maryland. The report provides an assessment of the impact of sea level rise on repeat flooding and storm surge.

This tool provides in depth sea level rise projections on the Maryland coast. Broken into sections, this report explains why SLR is impacting Maryland coast more than other locations, the projections, and practical applications for the projections. In the report, projections are made in three different scenarios, Paris agreement emissions, stabilized emissions, and growing emissions. In each scenario sea level rise is projected in easy to read charts accompanied by text explaining how the projections were calculated and what they mean. ", Provides state specific examples of the effect of SLR;  Explains how projections are calculated and how the differences from past projections;  Readable to a non-science audience;  Explains what is causing Sea Level Rise,Data limited to Maryland Coastal Areas; No management/resilience suggestions; Frequency of report publication is unclear,Government Officials; Decisionmakers; Community Officials; Environmental Planner; Planners,Explicit: SLR,State,MD,,x,All MD coastal cities/counties,x,x,x,,,,,,,,,,x,Projections of SLR and the predicted effects on the state of Maryland,,,,,,None,,,,x,,x,,,x,pdf report that includes several maps and projections illustrating the data in the report,Free,,x,x,x,Hour,Low,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,"Projections show stabilizing, paris accord, and growing emissions",,,,,,2018,"Documentary - 
[High Tide in Dorchester County] (https://hightidedorchester.org/#watch)",EK,,,,,,,,,
23,23,Headwaters Economics Neighborhoods at Risk,Headwater Economics,https://headwaterseconomics.org/equity/climate-change/neighborhoods-at-risk/,"The Headwaters Economics Neighborhoods at Risk tool uses an interactive map to display characteristics of potentially vulnerable neighborhoods in 27 U.S. cities. 

This easy-to-use tool is designed to help conduct vulnerability assessments and prioritize capital improvements. Using the interactive map, or simple slider bars, users can determine what percent of the population within each census tract, meets selected indicators of hardship, race, or age. This tool also indicates what percent of each census tract are in the 500-yr floodplain as well as percent impervious surface and area lacking tree canopy. In addition to census tract data, this tool also includes a sidebar displaying climate change projections for two emissions scenarios. This tool provides a great summary of vulnerability and some climate data, however at this time it is only available for a few cities. ", Easy-to-use interactive interface;  Detailed explanation of models and supporting information;  Includes a wide range of urban areas;  Working to expand its range,"Only available for selected cities, no rural locations; Limited flood information; Climate projections not linked to vulnerability data",Government Officials; Decisionmakers; Environmental Planners; Planners; Citizens ,"Climate change leads to more extreme weather which increases flooding, especially in areas with high  social vulnerability.",Locality,NY; PA; VA; MD; VA,"Buffalo, NY; Lancaster, PA; City of Richmond, VA; City of Gaithersburg, MD; Blacksburg, VA",,"Buffalo, NY; Lancaster, PA; City of Richmond, VA; City of Gaithersburg, MD; Blacksburg, VA",,,x,,,,,,,,,x,x,Assessment of neighborhood risk based on census tracts and FEMA flood maps,x,x,,,,None,,,x,,,,,x,,"Interactive map with vulnerability layers to, as well as charts showing projected temperature and precipitation in the specific city",Free,,x,,,Hour,Low,,x,,,x,x,,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,x,climate projections are available for high and low emission scenarios ,Patricia Gude,patty@headwaterseconomics.org,,,,2019,Case Study - [Preparing for a Changing Climate in Missoula County and Western Montana] (https://www.cakex.org/case-studies/preparing-changing-climate-missoula-county-and-western-montana),EK,,,,,,,,,
24,24,FieldWatch,Fieldwatch; Purdue Research Foundation,https://fieldwatch.com/fieldwatch-state-registries/,"FieldWatch is a community mapping tool that allows beekeepers, crop growers, and pesticide applicators to interact through four connected tools: BeeCheck, Fieldcheck, Cropcheck, and Drift Watch.  

This tool creates a platform for beekeepers, commercial specialty crop producers, row crop producers, and pesticide applicators to communicate regarding where bees and crops are located in relationship to where pesticides are applied in order to communicate and avoid cross contamination and pesticide drift into areas of beehives and sensitive crops. It is also a way for farmers to communicate with beekeepers about what crops are pollinator serviced and benefit from having bee hives nearby. This program requires users to create a free account in order to upload crop, beehive, and pesticide location. All information provided to FieldWatch is voluntary and therefore is not an exhaustive list. However, all entries must be approved by the states data steward so information provided is accurate. This tool is new to Virginia, but many individuals are already utilizing FiedWatch. ", Easy to use interface;  Promotes communication between different disciplines;  Locality specific information,"Data can be added by anyone; Information is voluntary, not an exhaustive list; All information provided (address, phone number, and email) is public to other users",Agriculturalists; Extension and Outreach Professionals; Environmental Consultant; Environmental Planner,"Open communication between pesticide applicators and farmers and beekeepers in crucial in building a resilient agriculture system which is threatened by extreme weather, temperature, and drought caused by Climate Change",State,IN; IL; WI; MI; MN; NE; CO; MT; MO; DE; KS; NM; NC; IA; AR; OH; SD; TN; VA; CA; MD,,,All MARISA service area cities/counties,,,,,,,,,x,,,,,"Platform for beekeepers, farmers, and pesticide applicators to communicate and share information",,,,,x,Optional,"Input of location of apiaries, crops fields, and pesticide application for users. Users can view this information without inputting any of their own data. ",x,,,x,,,x,,"Interactive map combining apiaries, crops, and pesticide application data",Free,"Free account is required use, option to pay dues to support the non profit. There is also a Fieldwatch App.
",x,,x,Hour,Low,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,support@fieldwatch.com,Liza Fleeson,liza.fleeson@vdacs.virginia.gov,,"Illinois: 2009
Elsewhere until 2019",,EK,,,,,,,,,
25,25,FloodiQ,First Street Foundation,https://floodiq.com,"FloodiQ is a flood risk mapping tool that shows the extent of potential inundation from tidal flooding and hurricane storm surge on the East and Gulf coasts of the U.S.

This easy-to-use tools allows users to search for or zoom to an area of interest to view the potential extent of 5 different local flooding scenarios: frequent tidal and highest annual high tide flooding, as well as Category 1, Category 3, and Category 4 hurricanes. These projections can be viewed at present day sea level as well as 5, 10, and 15 years in the future based on the high sea level rise projection from United States Army Corps of Engineers (USACE). FloodiQ also provides a narrative explanation of local flood risks and potential impacts, as well as excellent documentation describing how flood risk is evaluated and potential limitations of the analysis. Users can also find information about how to take steps to protect their property and community from flooding caused by sea level rise. 

Although most information is available without an account, users must provide an email address to generate a free detailed flood risk report for their location. ", Location specific information;  Link and phone number to contact your elected official about the matter;  Provides supporting educational information,Flood risk projections do not include precipitation; User must provide email to generate detailed report,Homeowners/buyers; Planners; Public; Community Officials; Real Estate Agents; Environmental Planner; Floodplain Managers; Restoration Specialists,"SLR and climate change will increase the frequency of high tide flooding, extreme storms, and storm surge.",National,,,x,All MARISA service area cities/counties,,x,x,,,x,,,,,x,x,,Map of tidal and hurricane flooding under present and future scenarios,,x,,,,Optional,Option to input/search a specific address,,,x,,,,x,x,Interactive map as well as a downloadable report for a specific locality,Free,,x,x,x,Hour,Low,,x,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,info@floodiq.com,,,,2019,,EK,,,,,,,,,
26,26,My Environment,EPA,https://www3.epa.gov/myem/envmap/find.html,"The EPA's MyEnvironment tool is an online dashboard that provides access to a cross-section environmental information specific to a user's location. 

The MyEnvironment tool displays local environmental data through a simple dashboard, specific to a user-provided location. Through this dashboard users can explore environmental data such as local air and water quality, as well as the distribution of known hazardous waste sites and local health risks. Through the dashboard, users can also find information on local greenhouse gas emissions and energy production/consumption. MyEnvironment provides a basic explanation of each item as well as links to supporting information and additional resources. This tool may be particularly useful for citizens and residents interested in better understanding their local environmental conditions. However, users should be aware that not all of the information is available for every location. 

", Easy-to-use;  Provides links to supporting tools and resources;  Location specific maps and data,Some data is not available for all locations; Does not include projections ,Citizens; Public; Local governments; Environmental Planner; Residents/Property Owners,"Climate changes may cause changes in energy, water, and air quality. This tool also users to view real time data on the quality of their surrounding environment",National,,,,All MARISA service area cities/counties,x,,x,,,,,,x,,,,,a tool dashboard providing health and environmental quality assessments for the chosen locality ,x,x,x,x,,None,,x,x,,x,x,,x,,"Maps, charts, and information regarding health and environmental hazards specific to the selected locality",Free,,x,,,Hour,Low,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,https://www.epa.gov/enviro/forms/contact-us-about-envirofacts,,,,Updated daily/as new data becomes available ,,EK,,,,,,,,,
27,27,Climate Impact Map,Climate Impact Lab,http://www.impactlab.org/map/#usmeas=absolute&usyear=2080-2099&gmeas=absolute&gyear=1986-2005&tab=united-states&usvar=tas_JJA&usprob=0.05&usrcp=rcp26,"The Climate Impact Map is an interactive mapping tool that displays historical and projected changes in future temperature in the United States and across the globe. 

With both a US and global map view, this tool allows users to visualize the potential impact of various emissions scenarios on national and global temperatures by the end of the century. Using the interactive map, users can display a variety of temperature metrics including annual and seasonal averages, as well as days below freezing and above 95 degrees F. For each metric, users can view historical data (1986-2005) or future projections at three time-steps (next 20 years, mid-century, and end of century). Future projections are available for high (RCP 8.5), low (RCP 4.5), and moderate (RCP 2.5) emissions scenarios. By default, this tool will display the median probability projections, however users can also view low and high probability projections. The option to select probability is a unique feature that allows users to better understand the likelihood of future climate conditions. This tool provides clear documentation of methodology, as well as an option to download data in an excel file. This tool covers a wide geographic range and therefore the downloaded data is generalized by state, rather than by county as illustrated in the map viewer.", Interactive tool;  Option to export data;  Addresses uncertainty;  Detailed methodology,"No ability to input additional data; Downloadable data is by state, not locality",Citizens; Community members; Planners; Environmental Planner; Public; Community Officials,"Due to climate change, temperatures are expected to keep increasing throughout the century.  Understanding projected temperature change enabled more effective planning and resilience efforts that mitigate the effects of extreme heat. ",National,,,,All MARISA service area cities/counties,x,x,,,,,,,,,x,x,x,Interactive map showing past and future temperature based different climate models,,x,,,,None,,,x,,x,,,x,,The tool provides an interactive US and global map of rising temperatures projections under several different scenarios and uncertainties  ,Free,,x,x,,Hour,Low,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Options to select high, medium, and low probabilities of all projection scenarios",,press@impactlab.org,,,,2019,,EK,,,,,,,,,
28,28,Climate Engine,Desert Research Institute; University of Idaho; Google,https://app.climateengine.org/,"Climate Engine is an interactive mapping and graphing tool that allows users to access, analyze, and interact with extensive earth observation datasets for a variety of location and scenario specific analyses. 

Hosted by Google's Earth Engine, the Climate Engine Application allows users to quickly processes and visualize satellite earth observations and gridded weather data via their web browser, without the computational limitations often associated with interacting with big data. This tool provides access to a comprehensive set of variables that provide early warning indicators of climate impacts such as drought, wildfire, ecological stress, and agricultural production. Users can also examine remote sensing data portraying changes in land use, water quality, agriculture, shoreline evolution over time. This tool allows users to generate fully customizable maps and time series graphs for numerous remote sensing and climate data variables. The interface allows resulting maps and graphs to be easily downloaded or shared online. This tool provides a variety of examples, tutorials, and supporting information to guide new users. However, general knowledge of the underlying datasets may be necessary to fully utilize and understand the data products generated by this tool.

",Ability to visualize multiple climate change related variables at once; Data frequently updated; Provides supporting educational information and tutorials; Able to download customized data without needing to access and download entire dataset;  Can share maps and graphs via specifically generated web links ,Does not provide future projections; Coarse spatial resolution; Background knowledge may be necessary to interpret complex datasets,Environmental Agencies; Environmental Consultant; Environmental Planner; Extension and Outreach Professionals; Researchers; Natural Resource Professionals,Can be used to see historical change in climate variables over time,National,,,,All MARISA service area cities/counties,x,,x,,,,,,,,,,,Web application that generates maps and graphs using climate data from remotely sensed source data,x,x,,,,None,,,x,,x,x,x,x,,"The Climate Engine Application creates map layers or time series figures that can be downloaded ( as GeoTIFF, .CSV, .XLSX) and used in further analysis.",Free,ArcGIS,x,,,Hour,Med,"The tool is simple to operate, however the user must have knowledge of remote sensing, satellite data, and GIS in order to utilize results in a meaningful way.",x,x,x,,,,x,x,,,x,x,,x,,,,x,x,,,,,,,,,,,,,,,,,x,,,,Justin Huntington,justin.huntington@dri.edu,John Abatzoglou,jabatzoglou@uidaho.edu,https://climateengine.org/contact,"continuously updated, developed in 2017",Publication – [Rapid Processing of the Landsat Archive for Assessing the Role of Climate and Resource Management on Groundwater Dependent Ecosystem Changes in Arid Environments. Remote Sensing of Environment](http://www.sciencedirect.com/science/article/pii/S0034425716302619); Presentation – [Monitoring Drought with Google Earth Engine: From Archives to Answers]( https://goo.gl/e52ubF); Presentation – [Climate Engine's FEWS Application](https://www.dropbox.com/s/yn3rpcmnqvss2lr/2016_04_06_FewsMeeting_FewsEngine_Hegewisch.pdf?dl=0); Presentation – [Nevada Drought Monitoring with Cloud Computing and Visualization of Remote Sensing and Meteorological Data](https://goo.gl/Xrl0oz); Presentation – [Weather tools for rangeland restoration and rehabilitation in western USA using ClimateEngine.org](https://www.dropbox.com/s/cqkdsjn6e7je0a1/2016_02_SRM_Hegewisch_SRM_ToolsTalk.pptx?dl=0); Presentation – [An Agro-Climatological Early Warning Tool Based on the Google Earth Engine to Support Regional Food Security Analysis]( https://goo.gl/wSngQt); Presentation – [Climate Engine: Harnessing the power of cloud computer for water resources](https://goo.gl/fM3O3D); Presentation – [Role of Climate on Surface and Groundwater Interactions and Evapotranspiration in the Great Basin]( https://goo.gl/C63nte); Presentation – [FEWS NET Work Planning and Science Update Meeting]( https://goo.gl/gKyN0n); Webinar – [Drought Monitoring Through Cloud Computing and Visualization of Remote Sensing and Meteorological Datasets](https://youtu.be/c_U3kJjYUH0); Presentation – [Assessing the Role of Climate and Resource Management on Groundwater Dependent Ecosystem Changes in Arid Environments](https://goo.gl/5DBYoO); Presentation – [Cloud Computing of Remote Sensing and Climate Data](https://goo.gl/lBQJWq); Presentation – [Drought Status and New Place Based Assessment Tools for Nevada]( https://goo.gl/GQvc2U); Presentation – [Climate Engine: Cloud Computing and Visualization of Climate and Remote Sensing Data](https://goo.gl/6HTHnZ); Presentation – [Quantifying Groundwater Dependent Ecosystem Changes Associated with Water Availability and Management in Arid Environments using the Landsat Archive](http://on.doi.gov/1QwKyno); Presentation – [Climate Engine: Cloud Computing and Visualization of Climate and Remote Sensing Data](https://goo.gl/TjXBCe); Poster – [Google Drought Monitoring Through Cloud Computing and Visualization of Remote Sensing and Meteorological Datasets: Examples for California](https://goo.gl/6MFovN); Presentation – [Cloud Computing for Drought Monitoring with Google Earth Engine](https://goo.gl/7UiR8x); Presentation – [Google Earth Engine Opportunities for FEWS Net](https://goo.gl/BtPdQX); Presentation – [Google Drought: Drought Monitoring Through Visualization of Remote Sensing and Observational Datasets](https://goo.gl/gRXdH1),KK,,,,,,,,,
29,29,Drought-Applied Climate Information System (ACIS),NOAA_RCC,http://drought.rcc-acis.org/,"The Applied Climate Information System (ACIS) Drought Portal allows users to view past and current temperature and precipitation data from weather stations throughout the US. 

This tool generates interactive graphs and tables summarizing a variety of temperature and precipitation metrics at daily, monthly, and annual time steps. In addition to temperature and preciptation data, users can also view applied climate variables such as heating, cooling, and growing degree days. To view the data, users must specify one more weather stations by name or ID, or search for stations by city, state, or zip code. Most data products feature an interactive graph and table, as well as an option to download the plots and data. The interface of this tool is simple and provides a variety of display and summary options. Using this tool, however, may require trial and error, as there are no tutorials, definitions, or links to supporting information.","Easy-to-use, interactive interface; Single site-specific and multi station results available; Allows user to search by city, state, or zip code;  Option to download graphs and/or data","Does not provide future projections; No ability to input additional data; Can only compare stations within the same state, county, or watershed",Natural Resource Professionals; Non-governmental Organizations; Planners; Public; Agriculturalists; Environmental Agencies; Researchers,This tool can be used to assess drought conditions for a given area in the U.S.,National,,,,All MARISA service area cities/counties,x,,,,,,,,,,,,,Interactive chart to view precipitation / temperature data for stations across the U.S.,x,x,x,,,None,,x,x,,x,x,,x,,"Drought-ACIS outputs figures and charts based on specified inputs. Outputs can be downloaded in the form of .HTML or .CSV, the map used to select study area can also be downloaded.",Free,,x,,,Day,Med,"No training necessary to use tool to find data, however further data analysis may be required depending on purpose of data usage. The tool may require some trial and error as extra resources and tutorials are not provided to help the user understand the tools functions.",x,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Eggleston,xmacis_nrcc@cornell.edu ,,,http://www.rcc-acis.org/contact.html,2017,,KK,,,,,,,,,
30,30,Drought Risk Atlas,NDMC; NOAA_NWS; NOAA_RCC,https://droughtatlas.unl.edu/,"The Drought Risk Atlas provides historical drought information for weather stations across the United States through an interactive map viewer and data portal.

By providing several different drought indices at multiple time steps, this tool provides a variety of options to evaluate drought events throughout the United States. In the map viewer, users can view historical drought information from the U.S. Drought Monitor (2000 - 2012) and Standardized Precipitation Index (1910 - 2012). Additional drought indices and timesteps are available through the data portal for each included weather station. Within the portal, users can search for a station of interest by name or location, then select the specific metrics and timesteps of interest to access station-specific time series plots, tables and rankings. Most of the queried data can also be exported for additional analysis. This easy-to-use tool contains thorough descriptions of the methodology as well as helpful tutorials appropriate for beginner users. However, users should be aware that the available of period of station data may not be completely up to date. ", Provides multiple indices and timesteps;  Ability to compare multiple indices;  Long historical record;  Helpful tutorial;  Can easily search for area of interest,"Data only current to 2012 for map viewer, current to 2016 for data portal; Limited display options in map viewer; Does not provide future projections",Agriculturalists; Community Officials; Conservationists; Decisionmakers; Environmental Agencies; Environmental Planner; Natural Resource Professionals; Researchers,Historical for climate data for drought,National,,,,All MARISA service area cities/counties,x,,x,,,,,,,,,,,View drought indices to assess national drought risk on map or for specific weather stations of United States,x,x,x,x,,None,,x,x,,x,x,,x,,Map outputs a .png image of map with selected layers however map download link is broken; Climate Data and Drought Indices data can be downloaded as either .CSV or .TXT,Free,,x,x,,Day,Med,Some knowledge of the calculation of drought indices as well as data analysis necessary,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drought.unl.edu/AboutUs/ContactUs.aspx,,,KK,,,"There is also an option to download an image of a map where the user can select the displayed index, dataset, data aggregate, timestep, and date. However, the download link appears to be broken, and the data displayed on the Map Viewer is only current to 2012. ",,,,x,,
31,31,Drought Management Database,NDMC,https://drought.unl.edu/droughtmanagement/Home.aspx,"The Drought Management Database is a growing collection of strategies to manage and prepare for drought impacts in the United States. 

The Drought Management Database highlights drought mitigation and response strategies implemented across the United States. Users can search for strategies specific to the following sectors: farming, livestock production, water supply and quality, energy, recreation and tourism, fire, plants and wildlife (environment), and society and public health, and/or filter resources by subsector, date, keyword, scope, location, activity, and resource type. Within the database, users can find a examples and case studies of a variety of drought management activities ranging from The Drought Management Database includes strategies for a variety of types of activities such as fuel reduction for wildfire mitigation, to water management for livestock production. Available resources may include fact sheets, scholarly publications, reports, and more. The database is continually updated and even allows users to submit their own example or strategy to be added to the database. ",Easy-to-use-interface; Resources frequently updated; Links to supporting information; Option for user-submitted strategies,Results limited by resources compiled by NDMC; Location specific resources not available for all areas,Agriculturalists; Community Officials; Conservationists; Decisionmakers; Environmental Agencies; Federal Agencies; Natural Resource Professionals; Non-governmental Organizations; Planners; Public; Educators,Provides resources for strategies to deal with climate change induced drought,Generalized,,,,All MARISA service area cities/counties,,,,,,,x,,x,,,,, Resource database related to drought mitigation strategies,,,,,x,None,,,,x,,,,,x,"The tool provides multiple resources in the format of media, fact sheets, scholarly publications, websites, reports, and presentations. ",Free,,x,,,Hour,Low,,x,x,x,x,,,x,,,,x,,,,,,,x,x,,,x,,,,,,x,,,,,,,,x,,,,Brian Fuchs,bfuchs2@unl.edu,Kelly Helm Smith,ksmith2@unl.edu,,Updated continuously,,KK,,,,,,,x,,
